file_name,MFCC_1_mean,MFCC_1_std,MFCC_2_mean,MFCC_2_std,MFCC_3_mean,MFCC_3_std,MFCC_4_mean,MFCC_4_std,MFCC_5_mean,MFCC_5_std,MFCC_6_mean,MFCC_6_std,MFCC_7_mean,MFCC_7_std,MFCC_8_mean,MFCC_8_std,MFCC_9_mean,MFCC_9_std,MFCC_10_mean,MFCC_10_std,MFCC_11_mean,MFCC_11_std,MFCC_12_mean,MFCC_12_std,MFCC_13_mean,MFCC_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,zcr_mean,hnr_librosa,clase
1000-u_l-egg.egg,-180.2554,9.277108,118.98535,4.1500564,31.923954,7.5747805,26.698906,4.5763674,10.347875,3.2243097,16.34779,2.8149357,10.811716,2.0975406,9.2833395,2.400599,5.482375,2.005524,4.8929667,2.5084674,3.1238868,2.7393694,3.1545002,2.9198267,1.100596,2.4727275,3518.41769496406,176.16639381893592,0.0020692723,0.009828629032258,19.506569,0
1000-u_lhl-egg.egg,-182.07751,8.290469,117.65527,8.828595,32.61194,7.1812115,26.9383,4.212019,9.60655,3.5807755,14.550018,4.001715,10.537631,3.5854313,10.052889,2.7280853,6.0872507,2.2261007,5.670062,2.6764271,3.6320117,2.464067,3.864437,2.2357948,2.044696,2.3468606,3374.802162218374,383.5652528689941,0.001962057,0.0107141253591954,18.217714,0
1000-u_n-egg.egg,-171.78125,4.962763,126.17972,2.595213,30.741194,4.752632,22.778383,3.1850212,10.906053,2.3478644,17.509045,2.7260823,10.5566225,2.1173103,8.398109,2.232217,4.5207734,2.2944214,3.7165139,2.32105,1.7563245,2.1811793,1.7292656,2.3223114,0.36433157,2.3006513,3274.744201034744,119.9963771123446,0.0017194302,0.008995780109489,19.903692,0
1002-a_h-egg.egg,-200.38535,9.304216,202.60278,4.8758664,2.9224746,7.9081383,11.960585,3.001662,16.498772,5.999435,19.913984,6.988774,-0.9351441,3.8205054,11.731631,7.2978287,3.891339,7.874776,0.56019443,5.1937037,3.077931,4.4424224,1.2272443,4.420661,0.93571496,2.949493,1149.4667364896516,115.74817425184756,0.00010454955,0.0041546242774566,22.703655,0
1002-a_l-egg.egg,-225.41243,29.261139,186.81621,6.134811,19.332209,8.0536375,23.45862,4.7651577,13.813742,2.8758774,15.20764,3.4486558,9.8268,2.3207242,9.952974,2.3820844,6.040686,2.2162867,6.317294,1.496103,4.23867,1.5488154,4.131137,1.5694276,3.389753,1.1269249,1395.5196768094536,186.4049810869544,0.00025783305,0.0039333767361111,18.546392,0
1002-a_lhl-egg.egg,-179.45853,15.270039,199.9809,6.178796,28.997683,9.096031,21.997246,5.165994,-0.35836345,4.357606,16.507996,7.1232843,17.494059,3.7810826,3.7338517,9.179427,-2.7809956,6.061283,8.635805,6.371033,2.835835,8.375701,-1.0178503,5.616006,1.8263987,4.078476,1067.778010124308,109.83544709268564,8.866364e-05,0.0039725597993827,20.680923,0
1002-a_n-egg.egg,-216.25089,11.451506,204.80775,7.429073,13.347477,9.122499,18.018873,6.972915,14.796251,6.2186704,17.956112,6.199075,6.0924277,5.499526,9.273182,5.310627,7.211275,4.433181,4.7118425,3.715359,3.762067,3.3485703,4.1828194,2.7423396,1.9429424,1.9663968,1109.6749112320226,153.6561106765454,0.00011017588,0.0035962737008426,20.51878,0
1002-iau-egg.egg,-263.91666,95.07422,150.24136,66.67961,12.203568,13.539356,23.399773,8.069354,14.34669,6.8684998,17.082747,5.872488,11.039593,6.2937374,10.009233,6.59555,8.116977,5.9936786,6.634708,5.6988583,5.6919084,5.5104,4.9045534,4.7331324,4.230179,4.0377,2759.347159722904,2411.360163539099,0.007094348,0.0178671339428967,19.2103,0
1002-i_h-egg.egg,-210.42178,5.2557316,203.15892,4.96601,11.654871,5.903583,12.559615,2.4959588,7.419875,7.9978924,24.852495,4.4910817,5.781439,6.2257304,-0.09211857,7.1279387,9.33446,4.317616,4.7608366,7.0547814,-3.552045,6.71569,4.827947,4.335021,1.8358618,4.1056385,1091.8109453055308,104.72018904812955,8.70418e-05,0.0042146381578947,22.73865,0
1002-i_l-egg.egg,-207.33481,8.4945,198.67302,5.755791,4.651028,4.648442,30.1346,4.6587048,14.946625,2.956685,14.734933,2.1785533,11.720537,1.9888866,9.7293415,1.8595649,6.9316263,1.582616,7.1382103,1.1378917,4.7376866,1.0097041,5.0065947,0.8749088,3.6181424,0.88830227,1195.6118363536723,116.29104926264012,0.00014440643,0.00341796875,20.206364,0
1002-i_lhl-egg.egg,-147.47879,24.07324,198.08157,11.889336,3.1252217,17.465223,20.86407,7.6481214,10.813463,6.298414,17.710806,3.684337,5.125706,6.7273993,7.1024327,4.131133,3.5543292,4.3286443,3.7644842,4.7767406,2.037754,2.9829447,0.95465773,4.0643005,1.3994069,2.8739436,1198.5232662162557,193.35638137471625,0.00011948421,0.0044928429110738,19.178076,0
1002-i_n-egg.egg,-215.70073,12.865542,200.45709,9.369101,3.970946,8.516113,21.951258,7.550359,16.53285,5.0142717,15.078261,5.611038,7.5679555,4.76194,9.8697405,3.7544968,4.553066,3.6505141,4.807031,3.4086757,2.866876,2.3111684,3.1063356,2.1436276,1.8857355,1.7341671,1214.759365211945,270.60469751566376,0.00017738431,0.0035654703776041,20.685167,0
1002-u_h-egg.egg,-184.41231,7.4416666,185.76926,8.328272,-12.579245,5.424644,32.425682,3.754952,8.858775,3.223941,13.064439,3.5901966,7.4049416,2.444233,5.7503037,2.628027,4.5719895,1.6083676,3.1348138,1.3434131,2.6117518,1.4128584,2.2397892,1.0225973,1.3019145,1.0620717,1446.6467379095031,209.8023016945508,0.0002054772,0.0042512630988023,22.47114,0
1002-u_l-egg.egg,-204.47466,9.923364,187.54886,5.3997974,21.249857,7.285731,22.709505,3.9626667,14.264731,4.3263106,17.476313,3.4544203,11.007899,2.682416,9.838583,2.771522,6.4275403,1.8792021,7.3041997,1.885211,4.894759,1.513725,4.504387,1.4740682,3.58203,1.373008,1320.303944029691,128.77304406669398,0.00019048221,0.0036969866071428,19.84923,0
1002-u_lhl-egg.egg,-182.56384,19.28902,200.72958,6.058657,26.238708,12.347442,24.701485,8.368497,7.0420704,6.2353525,12.918355,8.660759,10.677292,6.7055154,9.427109,10.799629,3.9926088,6.6614947,2.51997,5.1823063,0.68065745,8.273148,3.940896,5.985428,2.1454182,3.32865,1034.0252837564017,123.7415432438412,8.491357e-05,0.0039514612268518,19.463829,0
1002-u_n-egg.egg,-206.17113,12.674589,200.59766,8.158324,5.73024,7.23932,20.374056,4.5298796,16.069489,3.4253228,17.80302,5.7948856,3.7569816,4.5356693,11.1909485,3.3445923,6.1410985,3.930892,2.3597257,3.2772465,4.619557,2.7634215,2.8414085,1.9193286,1.3424134,1.7748699,1206.01424756198,230.37148786487307,0.00016426577,0.0035914370888157,20.807533,0
1003-a_h-egg.egg,-230.29636,8.8772,145.57324,4.7472825,23.934845,3.1637158,30.7036,2.6612446,7.1649,2.7682474,9.122653,2.381586,11.368524,2.2424884,12.260156,2.489923,1.2392266,2.2041233,-1.0654664,2.1973042,1.994076,2.3596256,1.0522819,3.1276333,-4.6771827,1.9802405,1801.9385483709464,125.8867388734821,0.00026855108,0.0070630450581395,24.262066,0
1003-a_l-egg.egg,-250.64859,16.767334,140.71582,3.5526986,41.181606,3.1772666,29.989218,3.432605,11.882878,2.3893867,18.422104,2.153316,11.800108,2.266402,9.201714,2.0406258,5.818557,2.3045435,6.431814,2.3393564,3.8464723,2.3322437,3.1141107,1.999956,3.3976038,2.1580653,2382.8214188253696,138.36347154260872,0.0007223725,0.0066074469150641,18.175318,0
1003-a_lhl-egg.egg,-171.52916,12.419203,164.48236,6.3203835,16.96577,7.251307,23.344742,2.6871011,13.220212,3.04678,14.820399,2.724843,8.109174,1.9196597,7.5540757,2.1477902,3.4911797,2.4867795,3.6708121,2.1310155,2.2925565,2.604403,1.8658172,3.003872,0.7956597,2.5364544,1674.873913127383,114.96336332848168,0.00029277147,0.0054271260245901,17.572443,0
1003-a_n-egg.egg,-204.94235,7.6094155,162.65468,3.712642,14.072475,5.5830026,22.480726,4.6866097,11.359584,3.2440765,14.870168,2.8443952,9.203642,2.9868817,5.102762,2.78359,1.6295378,2.9498584,4.895559,2.9271502,1.2136765,2.4068398,0.9573233,2.875575,3.300484,2.622746,1739.3072171381746,85.31891993146792,0.000298437,0.0058374649439102,23.663702,0
1003-iau-egg.egg,-249.10313,50.378597,125.014465,41.684517,23.0004,16.426744,30.736912,8.316092,14.201162,4.6329837,15.882278,4.868473,10.4438505,4.4853997,10.64468,4.58801,6.6231337,5.0099196,6.1016774,5.1945024,4.3154154,5.074481,4.140369,5.0251884,3.1414359,4.5362573,2901.476379369361,1943.2245128665825,0.005444653,0.0162346855514419,18.570272,0
1003-i_h-egg.egg,-212.21799,11.231007,146.17802,4.8036785,10.7491,4.882639,30.752169,5.4402027,11.37828,4.053713,12.908135,4.662501,10.072585,2.9556658,7.2995925,3.6870835,-1.1323235,2.4458385,-0.751277,2.8224065,-0.37044013,2.4545422,-1.256419,2.2973378,-2.4966779,2.8970113,1751.5878590501852,130.19563983800396,0.00022810673,0.0073080772210743,26.745708,0
1003-i_l-egg.egg,-260.4173,10.827671,144.35014,5.0521917,48.919476,4.1039305,36.211033,4.2331176,11.048322,2.7498035,15.403081,2.7125082,12.468821,2.5983937,12.319675,2.312966,6.6789045,2.6793098,5.4327126,2.3195908,4.2020507,2.384089,4.89295,2.5457416,3.11338,2.4293916,1804.2072574913743,180.5398284971536,0.00028973765,0.0046073717948717,20.956984,0
1003-i_lhl-egg.egg,-174.63174,10.7481985,167.8901,9.021914,24.853874,10.937476,26.499187,8.919244,12.274575,4.0304046,12.178907,7.0972643,9.209916,4.2628193,11.082801,5.437395,3.6543725,3.8715255,1.7185842,3.9589915,1.0869699,3.0876346,1.778141,2.4086745,1.1932178,2.766943,1444.818383105994,97.100941646773,0.00017529195,0.0056026064116379,18.94759,0
1003-i_n-egg.egg,-206.24455,8.275442,157.84671,3.6033561,11.526437,5.1141987,26.890335,3.487949,17.239029,3.0844626,14.618227,2.9613314,4.493465,2.7010865,5.981823,2.723419,3.5963094,2.5587623,2.2866528,1.8304932,1.3676803,2.2048967,4.3224425,2.091609,1.4673245,1.9846008,1735.3891878241711,104.88674455974558,0.00028299412,0.0059859664351851,23.021854,0
1003-u_h-egg.egg,-252.03676,9.418287,137.48561,3.3536584,33.053032,3.0560298,38.70486,2.5937939,17.955648,3.1092207,12.369064,2.5038095,4.0455756,2.3715932,8.218154,2.7234807,8.060779,2.3449512,5.0295,2.4444664,-2.8338664,2.86372,-5.0565405,2.3260481,-0.21565028,2.6000447,1726.6614518456415,106.52098331930355,0.00021475997,0.0071601242315573,26.668617,0
1003-u_l-egg.egg,-245.99666,12.029686,126.12591,3.5254035,51.104637,4.2442017,48.360878,4.4927716,18.579018,3.9165523,16.306084,2.665487,11.242802,2.618218,12.837033,2.498904,8.76169,2.6148205,7.989491,2.3994534,5.7409406,2.7029355,5.0309534,2.3143332,3.3564613,2.682845,2070.9730118794,175.53729626898323,0.00040998388,0.0052685546875,19.573019,0
1003-u_lhl-egg.egg,-213.5857,9.660841,145.54974,6.9087505,32.753296,8.2989,28.707224,4.305566,14.250592,2.399563,19.21869,2.7599683,11.676867,2.7792313,10.200114,2.4088535,5.3724713,2.3266425,4.600928,2.0607958,3.5754654,2.6304636,2.1961193,2.4791217,1.1404812,2.4652927,1823.9639681346664,196.87446707792824,0.00028513768,0.0060304821047008,16.862473,0
1003-u_n-egg.egg,-246.7402,9.6233225,145.23216,4.131457,40.06549,2.8284793,42.03043,4.1491175,15.1694145,2.867403,10.329459,2.2872639,6.8167315,2.222325,10.100614,2.0136569,5.6559796,2.2567842,3.277239,2.886994,2.0030854,2.1902041,2.5588677,3.7081494,0.7123405,2.7836716,1701.8402435551354,115.31246030120616,0.0002189448,0.0055747767857142,25.839436,0
1004-a_h-egg.egg,-192.16917,9.726813,199.44986,9.527809,2.7724361,5.7716007,25.722673,6.627423,2.813914,2.9980142,15.806592,4.0001287,9.177736,2.9864318,4.426692,3.2926285,-1.0583054,4.457865,1.5696807,2.0095928,-3.241407,1.9373847,-3.2771368,2.9540472,-2.6115286,2.0954738,1115.6867649188046,222.8991662454308,0.00011226991,0.0047124818313953,23.948193,0
1004-a_l-egg.egg,-285.07443,16.823557,172.84929,7.5069394,51.566456,8.997634,34.445805,6.369609,17.070938,2.5071077,21.963266,2.2775123,12.745202,2.0406573,11.429318,2.1335447,9.700198,2.1603675,8.863835,2.093435,5.107711,1.9818295,4.906328,1.9127748,3.8874056,1.8943678,1119.8580653787617,281.3597044340031,0.00015348318,0.0032305476641414,19.645561,0
1004-a_lhl-egg.egg,-202.46384,41.313927,193.36794,10.5469,13.643703,19.566565,31.450489,4.6696267,13.975997,7.8900437,17.25091,3.122342,10.748589,3.6261158,10.15892,3.3056254,5.1606483,3.8081052,4.4258623,2.7130735,2.7727058,2.862244,2.2052467,2.64354,1.5817211,3.1797047,1061.2980909095954,326.35954110096446,0.0001314031,0.0039741566639072,21.159328,0
1004-a_n-egg.egg,-207.11862,13.601922,199.70602,9.342886,1.7771739,5.89722,34.786263,3.2360985,15.53022,3.353997,17.82703,3.5411541,8.079918,2.7342892,3.250569,1.3994246,3.8465614,1.5131925,4.9874454,1.4014968,2.888389,1.5636293,0.7640138,1.1485026,1.7229663,1.1844718,1036.449959521565,277.121287586175,0.00012284015,0.0037885393415178,24.136196,0
1004-iau-egg.egg,-316.91074,89.165886,122.7261,65.36547,16.755737,16.061544,25.454025,6.867078,16.570269,5.5472226,16.955715,4.983298,13.576293,4.463291,10.967835,5.0953884,8.94531,5.0857997,7.980598,4.8172836,6.766619,4.903455,5.6451993,4.704345,5.284619,4.257095,3460.3983241100946,2598.650826715567,0.010374453,0.0255097585054678,17.834347,0
1004-i_h-egg.egg,-201.00581,11.162131,199.30785,10.509568,-5.7161508,8.612356,20.847181,6.490517,8.949257,6.2316413,14.484224,4.2857776,6.1445546,3.8381996,4.7355213,3.4405117,1.8644779,2.9364727,3.2739954,2.3286104,-0.6848779,1.64616,0.6157534,2.0935786,0.37780446,1.7787608,1220.2377882276016,214.26437855586377,0.00013585266,0.0054379111842105,22.864344,0
1004-i_l-egg.egg,-252.9985,12.131679,185.50458,5.030604,31.68258,7.885699,28.571234,2.408323,21.702919,2.2097974,20.953478,3.1406763,11.761697,1.7156725,13.27589,1.8358531,7.669595,1.4570414,6.7479854,1.6308521,5.4532037,1.2517949,4.475799,1.4603568,4.523628,1.4313064,1042.8086543606544,91.0846350348928,8.0435144e-05,0.0032569398271276,21.116882,0
1004-i_lhl-egg.egg,-192.33733,24.545092,192.09506,10.532999,18.264757,8.669923,27.196611,5.50535,15.410955,5.800943,16.6605,2.478538,10.852649,2.1832955,9.4991255,2.62143,4.1180453,3.2828403,6.124665,2.0934925,3.0436122,2.229963,2.1868036,1.5860478,2.2700765,1.6951364,1079.1614700514358,286.0820508383418,0.00013058202,0.0042437867030201,19.651964,0
1004-i_n-egg.egg,-212.3095,14.511307,199.5057,9.843477,4.220558,5.012338,31.475965,5.186038,15.025085,3.309125,13.297432,5.3709884,6.6138883,3.9786131,7.6965365,3.7578974,5.7474413,1.9578295,1.542986,3.9498298,2.735822,3.1320136,3.362738,2.2963784,1.327862,2.4051163,980.7147707738188,280.94089316159227,0.000102250924,0.0040151472571942,24.658352,0
1004-u_h-egg.egg,-212.92456,15.157706,182.75848,5.8266916,7.3900247,3.6286552,21.76835,3.2633433,13.364449,3.6425362,15.419256,3.3924553,9.092421,2.6714983,7.61553,1.8669288,2.9433534,2.0830085,3.318236,1.6091032,-0.6356663,1.6611143,0.9604771,2.085052,2.5010183,1.4840523,1298.4887658299976,208.62581679658845,0.00016428919,0.005283453525641,25.75144,0
1004-u_l-egg.egg,-280.48047,11.914687,162.6187,4.3078732,50.184948,5.251442,34.68432,2.8410747,14.874012,2.6942475,22.271704,2.2928703,16.07495,2.4437294,11.541598,1.9517791,5.313894,2.285447,6.022782,2.2224283,5.413626,1.8362538,5.2814455,1.7055461,4.694899,1.9528993,1356.2009912089509,225.5886730608533,0.00019270791,0.0037863212719298,18.565851,0
1004-u_lhl-egg.egg,-260.5946,18.906954,185.46538,6.66068,32.042862,13.719759,25.959747,5.450522,15.60604,4.3314996,20.924583,4.4686985,12.693176,3.216703,9.638738,3.037852,7.282008,3.4052231,6.715898,2.622137,2.3089824,2.5192733,2.6185846,2.7181587,2.3117864,2.7103703,1068.8603905706336,128.60807948351166,8.462449e-05,0.0040172230113636,19.48286,0
1004-u_n-egg.egg,-308.55405,11.114805,189.87024,6.4073687,34.113808,4.6823983,21.718754,2.6428943,2.5512085,4.2091923,12.508474,4.903904,17.77136,2.8284984,9.485881,3.458342,-1.0817473,3.18099,7.087589,2.9775133,6.5784774,2.4493902,1.8361446,1.9756199,1.2161468,1.9034663,1121.4268993789246,125.33419601725274,0.00010277807,0.0039629255022321,22.364529,0
1005-a_h-egg.egg,-187.29115,10.196461,199.78906,6.9228907,17.824608,10.2918005,21.575232,9.123526,5.0257506,7.9820447,13.380799,8.6670685,11.19991,6.974824,6.712868,8.0457115,2.3009634,7.8290644,4.2619023,5.397333,3.659669,6.134759,2.6623125,3.6853478,0.67210126,2.7651534,1073.4891875926194,140.87659656753365,9.4201154e-05,0.0039478648792613,24.126999,0
1005-a_l-egg.egg,-230.15906,13.985245,183.6994,7.7641554,34.135532,4.367453,29.20972,6.028046,11.86647,5.1838875,7.2861576,5.750829,5.9722753,6.214283,12.258006,4.167591,5.2427735,5.485429,2.9504285,3.3975966,0.74371135,3.793636,0.31209287,2.2210104,1.9080663,2.1828027,1246.118657016911,261.8149444502816,0.0001762604,0.0040838068181818,23.323576,0
1005-a_lhl-egg.egg,-159.53683,15.882087,196.64288,12.120629,0.938683,17.221888,20.067825,6.7616496,10.125855,8.012591,17.396255,7.755851,3.8737037,6.9490213,2.5823793,6.443654,3.589743,5.584848,0.37872005,4.850242,-2.3502138,4.851786,-0.76358795,3.1868238,-2.2628973,3.447718,1161.1252251665132,277.7938006642261,0.00013655661,0.0053557148129921,20.087452,0
